qId,segmentId,type,difficulty,tag1,tag2,tag3,lawTag,revisionFlag,conceptId,variantGroupId,source_ref,imageUrl,stem,choiceA,choiceB,choiceC,choiceD,choiceE,explainA,explainB,explainC,explainD,explainE,correct,explainShort,explainLong,status,updatedAt
R4-B-Q032,R4-後半-supplementary-12,ability,3,,,,,false,,,令和4年度第一次検定 後半 No.32,,"土木工事の品質管理に関する下記の文章中ののQ〜Rに当てはまる語句の 組合せとして,適当なものは次のうちどれか。 ・品質管理の目的は,契約約款,設計図書等に示された規格を十分満足するような構造物等を最 も Q 施工することである。 ・品質 S は,構造物の品質に重要な影響を及ぼすもの,工程に対して処置をとりやすい ようにすぐに結果がわかるもの等に留意して決定する。 ・品質 T では,設計値を十分満たすような品質を実現するため,品質のばらつきの度合い を考慮して,余裕を持った品質を目標にしなければならない。 ・作業標準は,品質 T を実現するための R での試験方法等に関する基準を決め るものである。 Q S T R",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-B-Q033,R4-後半-supplementary-13,ability,3,,,,,false,,,令和4年度第一次検定 後半 No.33,,"情報化施工におけるTS(トータルステーション)・GNSS(全球測位衛星システム) を用いた盛土の締固め管理に関する下記の文章中ののQ〜Rに当てはまる 語句の組合せのうち,適当なものは次のうちどれか。 ・盛土材料をまき出す際は,盛土施工範囲の全面にわたって,試験施工で決定したまき出し厚 Q のまき出し厚となるように管理する。 ・盛土材料を締め固める際は,盛土施工範囲の全面にわたって, S だけ締め固めたことを 示す色がモニタに表示されるまで締め固める。 ・TS・GNSS を用いた盛土の締固め管理システムの適用にあたっては,地形条件や電波障害の 有無等を T 調査し,システムの適用可否を確認する。 ・TS・GNSS を用いて締固め機械の走行記録をもとに,盛土の締固め管理をする方法は, R の一つである。 Q S T R",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-B-Q034,R4-後半-supplementary-14,ability,3,,,,,false,,,令和4年度第一次検定 後半 No.34,,"鉄筋コンクリート構造物の品質管理におけるコンクリート中の鉄筋位置を推定する非破 壊試験に関する下記の文章中ののQ〜Rに当てはまる語句の組合せとして, 適当なものは次のうちどれか。 ・かぶりの大きい橋梁下部構造の鉄筋位置を推定する場合, Q が, S より適す る。 ・ Q は,コンクリートが T ,測定が困難になる可能性がある。 ・ S において,かぶりの大きさを測定する場合,鉄筋間隔が設計かぶりの R の場 合は補正が必要になる。 Q S T R",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R4-B-Q035,R4-後半-supplementary-15,ability,3,,,,,false,,,令和4年度第一次検定 後半 No.35,,"コンクリートの施工の品質管理に関する下記の文章中ののQ〜Rに当ては まる語句の組合せとして,適当なものは次のうちどれか。 ・打込み時の材料分離を防ぐためには, Q シュートの使用を標準とする。 ・棒状バイブレータにより締固めを行う際,スランプ12 cm のコンクリートでは,一箇所あたり の締固め時間は, S 程度とすることを標準とする。 ・コンクリートを打ち重ねる場合,上層のコンクリートの締固めでは,棒状バイブレータが下層 のコンクリートに T ようにして締め固める。 ・コンクリートの仕上げは,締固めが終わり,上面にしみ出た水が R 状態で行う。 Q S T R",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q001,R5-前半-main-1,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.1,,"土質試験結果の活用に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q002,R5-前半-main-2,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.2,,"法面保護工の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q003,R5-前半-main-3,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.3,,"TS(トータルステーション)・GNSS(全球測位衛星システム)を用いた盛土の情報 化施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q004,R5-前半-main-4,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.4,,"道路土工における地下排水工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q005,R5-前半-main-5,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.5,,"軟弱地盤上における道路盛土の施工に関する次の記述のうち,適当でないものはどれ か。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q006,R5-前半-main-6,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.6,,"コンクリート用骨材に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q007,R5-前半-main-7,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.7,,"コンクリートに用いるセメントに関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q008,R5-前半-main-8,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.8,,"コンクリート用混和材料に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q009,R5-前半-main-9,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.9,,"寒中コンクリート及び暑中コンクリートの施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q010,R5-前半-main-10,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.10,,"コンクリートの打込み・締固めに関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q011,R5-前半-main-11,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.11,,"鉄筋の継手に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q012,R5-前半-main-12,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.12,,"道路橋で用いられる基礎形式の種類とその特徴に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q013,R5-前半-main-13,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.13,,"既製杭の支持層の確認,及び打止め管理に関する次の記述のうち,適当でないものは どれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q014,R5-前半-main-14,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.14,,"場所打ち杭工法の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q015,R5-前半-main-15,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.15,,"土留め支保工の施工に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q016,R5-前半-main-16,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.16,,"鋼道路橋の架設上の留意事項に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q017,R5-前半-main-17,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.17,,"鋼道路橋の鉄筋コンクリート床版におけるコンクリート打込みに関する次の記述のう ち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q018,R5-前半-main-18,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.18,,"鋼道路橋における高力ボルトの施工に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q019,R5-前半-main-19,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.19,,"塩害を受けた鉄筋コンクリート構造物への対策や補修に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q020,R5-前半-main-20,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.20,,"下図に示す(1)〜(4)のコンクリート構造物のひび割れのうち,水和熱に起因する温度応 力により施工後の比較的早い時期に発生すると考えられるものは,次のうちどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q021,R5-前半-main-1,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.21,,"河川堤防の盛土施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q022,R5-前半-main-2,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.22,,"河川護岸に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q023,R5-前半-main-3,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.23,,"堤防を開削する場合の仮締切工の施工に関する次の記述のうち,適当でないものはど れか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q024,R5-前半-main-4,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.24,,"砂防堰堤の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q025,R5-前半-main-5,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.25,,"渓流保全工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q026,R5-前半-main-6,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.26,,"急傾斜地崩壊防止工に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q027,R5-前半-main-7,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.27,,"道路のアスファルト舗装における路床の施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q028,R5-前半-main-8,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.28,,"道路のアスファルト舗装における路盤の施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q029,R5-前半-main-9,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.29,,"道路のアスファルト舗装における基層・表層の施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q030,R5-前半-main-10,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.30,,"道路のアスファルト舗装の補修工法に関する次の記述のうち,適当でないものはどれ か。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q031,R5-前半-main-11,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.31,,"道路の各種アスファルト舗装に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q032,R5-前半-main-12,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.32,,"道路のコンクリート舗装の補修工法に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q033,R5-前半-main-13,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.33,,"ダムの基礎処理として行うグラウチングに関する次の記述のうち,適当でないものは どれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q034,R5-前半-supplementary-1,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.34,,"重力式コンクリートダムで各部位のダムコンクリートの配合区分と必要な品質に関す る次の記述のうち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q035,R5-前半-supplementary-2,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.35,,"トンネルの山岳工法における支保工の施工に関する次の記述のうち,適当でないもの はどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q036,R5-前半-supplementary-3,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.36,,"トンネルの山岳工法における施工時の観察・計測に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q037,R5-前半-supplementary-4,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.37,,"海岸保全施設の養浜の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q038,R5-前半-supplementary-5,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.38,,"離岸堤の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q039,R5-前半-supplementary-6,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.39,,"港湾における浚渫工事のための事前調査に関する次の記述のうち,適当でないものは どれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q040,R5-前半-supplementary-7,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.40,,"水中コンクリートに関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q041,R5-前半-supplementary-8,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.41,,"鉄道のコンクリート路盤の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q042,R5-前半-supplementary-9,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.42,,"鉄道の軌道における維持管理に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q043,R5-前半-supplementary-10,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.43,,"鉄道(在来線)の営業線及びこれに近接して工事を施工する場合の保安対策に関する 次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q044,R5-前半-supplementary-11,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.44,,"シールド工法の施工に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q045,R5-前半-supplementary-12,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.45,,"鋼橋の防食法に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q046,R5-前半-supplementary-13,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.46,,"上水道の配水管の埋設位置及び深さに関する次の記述のうち,適当でないものはどれ か。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q047,R5-前半-supplementary-14,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.47,,"下水道管渠の更生工法に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q048,R5-前半-supplementary-15,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.48,,"下水道工事における小口径管推進工法の施工に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q049,R5-前半-supplementary-16,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.49,,"薬液注入工事の施工管理に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q050,R5-前半-supplementary-17,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.50,,"労働者に支払う賃金に関する次の記述のうち,労働基準法令上,誤っているものは どれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q051,R5-前半-supplementary-18,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.51,,"災害補償に関する次の記述のうち,労働基準法令上,誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q052,R5-前半-supplementary-19,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.52,,"次の作業のうち,労働安全衛生法令上,作業主任者の選任を必要とする作業はどれ か。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q053,R5-前半-supplementary-20,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.53,,"高さがQm 以上のコンクリート造の工作物の解体作業における危険を防止するため に,事業者又はコンクリート造の工作物の解体等作業主任者が行うべき事項に関する 次の記述のうち,労働安全衛生法令上,誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q054,R5-前半-supplementary-1,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.54,,"元請負人の義務に関する次の記述のうち,建設業法令上,誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q055,R5-前半-supplementary-2,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.55,,"火薬の取扱いに関する次の記述のうち,火薬類取締法令上,正しいものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q056,R5-前半-supplementary-3,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.56,,"道路上で行う工事,又は行為についての許可,又は承認に関する次の記述のうち,道 路法令上,誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q057,R5-前半-supplementary-4,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.57,,"河川管理者以外の者が河川区域(高規格堤防特別区域を除く)で工事を行う場合の許可 に関する次の記述のうち,河川法令上,誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q058,R5-前半-supplementary-5,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.58,,"工事現場に設置する仮設の現場事務所に関する次の記述のうち,建築基準法令上, 正しいものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q059,R5-前半-supplementary-6,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.59,,"騒音規制法令上,特定建設作業における環境省令で定める基準に関する次の記述の うち,誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q060,R5-前半-supplementary-7,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.60,,"振動規制法令上,指定地域内で行う次の建設作業のうち,特定建設作業に 該当しないものはどれか。ただし,当該作業がその作業を開始した日に終わるものを 除く。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-A-Q061,R5-前半-supplementary-8,ability,3,,,,,false,,,令和5年度第一次検定 前半 No.61,,"港長の許可又は届け出に関する次の記述のうち,港則法令上,正しいものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q001,R5-後半-main-1,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.1,,"TS(トータルステーション)を用いて行う測量に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q002,R5-後半-main-2,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.2,,"公共工事標準請負契約約款に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q003,R5-後半-main-3,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.3,,"下図は,擁壁の配筋図を示したものである。かかと部の引張鉄筋に該当する鉄筋番号 は,次のうちどれか。 1900 1002502004×250=1000100 50200 8×125=10008×125=1000 8×125=10004×250=1000 1002502004×250=1000100 50200 1900 400 00 00 11 00 8080 1616 × 3 × 3 2 = 2 = 0 0 006 552 22 22 = = 00 55 22 × × 99 0000 8800 1144 00 11 11 4×250=10008×125=10004004001100",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q004,R5-後半-main-4,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.4,,"道路工事における締固め機械に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q005,R5-後半-main-5,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.5,,"施工計画立案のための事前調査に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q006,R5-後半-main-6,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.6,,"下図のネットワーク式工程表で示される工事で,作業FにI日の遅延が発生した場 合,次の記述のうち,適当なものはどれか。 ただし,図中のイベント間のA〜Jは作業内容,数字は作業日数を示す。 B D 1 7日6日 A E I 0357 5日12日12日 C F G 24 6日4日6日 H J 6 8日11日",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q007,R5-後半-main-7,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.7,,"特定元方事業者が講ずべき措置等に関する次の記述のうち,労働安全衛生法令上, 誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q008,R5-後半-main-8,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.8,,"安全管理体制における,安全衛生管理組織に関する次の記述のうち,労働安全衛生法 令上,誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q009,R5-後半-main-9,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.9,,"建設工事現場における異常気象時の安全対策に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q010,R5-後半-main-10,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.10,,"足場,作業床の組立て等に関する次の記述のうち,労働安全衛生法令上, 誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q011,R5-後半-main-11,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.11,,"土工工事における明り掘削の作業にあたり事業者が遵守しなければならない事項に関 する次の記述のうち,労働安全衛生法令上,誤っているものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q012,R5-後半-main-12,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.12,,"建設工事における墜落災害の防止に関する次の記述のうち,事業者が講じなければな らない措置として,労働安全衛生法令上,正しいものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q013,R5-後半-main-13,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.13,,"コンクリート構造物の解体作業に関する次の記述のうち,適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q014,R5-後半-main-14,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.14,,"道路のアスファルト舗装の品質管理に関する次の記述のうち,適当でないものはどれ か。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q015,R5-後半-main-15,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.15,,"路床や路盤の品質管理に用いられる試験方法に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q016,R5-後半-main-16,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.16,,"レディーミクストコンクリートの受入れ検査に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q017,R5-後半-main-17,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.17,,"建設工事に伴い発生する濁水の処理に関する次の記述のうち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q018,R5-後半-main-18,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.18,,"建設工事における近接施工での周辺環境対策に関する次の記述のうち, 適当でないものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q019,R5-後半-main-19,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.19,,"建設工事で発生する建設副産物の有効利用及び廃棄物の適正処理に関する次の記述の うち,適当なものはどれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q020,R5-後半-main-20,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.20,,"廃棄物の処理及び清掃に関する法律に関する次の記述のうち,誤っているものは どれか。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q021,R5-後半-supplementary-1,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.21,,"調達計画立案に関する下記の文章中ののR〜Sに当てはまる語句の組合 せとして,適当なものは次のうちどれか。 ・資材計画では,特別注文品等, R 納期を要する資材の調達は,施工に支障をきたすこ とのないよう品質や納期に注意する。 ・下請発注計画では,すべての職種の作業員を常時確保することは極めてむずかしいので,作 業員を常時確保するリスクを避けてこれを下請業者に T するように計画することが 多い。 ・資材計画では,用途,仕様,必要数量,納期等を明確に把握し,資材使用予定に合わせて,無 駄な費用の発生を U にする。 ・機械計画では,機械が効率よく稼働できるよう S 所用台数を計画することが最も望まし い。 R T U S",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q022,R5-後半-supplementary-2,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.22,,"工事の安全確保及び環境保全の施工計画立案時における留意事項に関する下記の1〜 4のIつの記述のうち,適当なものの数は次のうちどれか。 1施工機械の選定にあたっては,沿道環境等に与える影響を考慮し,低騒音型,低振動型及び 排出ガスの低減に配慮したものを採用し,沿道環境に最も影響の少ない稼働時間帯を選択す る等の検討を行う。 2工事の着手にあたっては,工事に先がけ現場に広報板を設置し必要に応じて地元の自治会等 に挨拶や説明を行うとともに,戸別訪問による工事案内やチラシ配布を行う。 3公道上で掘削を行う工事の場合は,電気,ガス及び水道等の地下埋設物の保護が重要であり, 施工計画段階で調査を行い,埋設物の位置,深さ等を確認する際は労働基準監督署の立ち合 いを求める。 4施工現場への資機材の搬入及び搬出等は,交通への影響をできるだけ減らすように,施工 計画の段階で資機材の搬入経路や交通規制方法等を十分に検討し最適な計画を立てる。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q023,R5-後半-supplementary-3,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.23,,"施工管理体制に関する下記の文章中ののR〜Sに当てはまる語句の組合せ として,適当なものは次のうちどれか。 ・元請負者は,すべての関係請負人の R を明確にして,これらのすべてを管理・監督しつ つ工事の適正な施工の確保を図ることが必要である。 ・元請負者は,下請負人の名称,当該下請負人に係る T を記載した施工体制台帳を現場 ごとに備え付け,発注者から請求があれば,閲覧に供しなければならない。 ・元請負者は,下請負人に対して,その下請けした工事を他の建設業者に下請けさせた場合は, U の提出を書面で義務づけ,その書面を工事現場の見やすい場所に掲示しなければなら ない。 ・元請負者は,各下請負人の施工分担関係を表示した S を作成し,工事関係者全員に施 工分担関係がわかるように工事現場の見やすい場所に掲示しなければならない。 R T U S",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
R5-B-Q024,R5-後半-supplementary-4,ability,3,,,,,false,,,令和5年度第一次検定 後半 No.24,,"工事原価管理に関する下記の1〜4の I つの記述のうち, 適当なもののみを全てあげている組合せは次のうちどれか。 1原価管理とは,工事の適正な利潤の確保を目的として,工事遂行過程で投入・消費される資 材・労務・機械や施工管理等に費やされるすべての費用を対象とする管理統制機能である。 2コストコントロールとは,施工計画に基づきあらかじめ設定された予定原価に対し品質よりも安 価となることを採用し原価をコントロールすることにより,工事原価の低減を図るものである。 3コストコントロールの結果,得られた実施原価をフィードバックし以降の工事に反映させ,工 事の経済性向上を図る総合的な原価管理をコストマネジメントという。 4原価管理は,品質・工程・安全・環境の各管理項目と並んで施工管理を行う上で不可欠な管 理要素で,個々の項目の判断基準として費用対効果が常に考慮されるため重要である。",,,,,,,,,,,,,,published,2026-02-14T15:19:12.782220
